TweetID,Date,Month,DayOfWeek,Hour,Topic,Hashtag,Sentiment,SentimentScore,Language,Device,Source,Likes,Retweets,Replies,Impressions,Verified,FollowerCount
TW101410,2023-10-04,Oct 2023,Wednesday,2,Entertainment,#Series,Negative,-0.955,English,Desktop,Twitter Web,46,7,5,1038,0,72
TW101411,2023-06-29,Jun 2023,Thursday,10,Health,#MentalHealth,Positive,0.897,Hindi,Mobile,iPhone,337,53,57,390,0,10
TW101412,2023-12-24,Dec 2023,Sunday,15,Entertainment,#Series,Negative,-0.252,English,Web,Buffer,90,19,15,1107,0,2225
TW101413,2023-06-19,Jun 2023,Monday,8,Entertainment,#Series,Negative,-0.933,English,API,TweetDeck,18,5,1,413,0,1269
TW101414,2023-02-15,Feb 2023,Wednesday,18,Climate,#ClimateChange,Positive,0.326,French,Mobile,iPhone,62,12,7,671,0,73
TW101415,2023-08-21,Aug 2023,Monday,12,Music,#Concert,Negative,-0.677,Spanish,Web,iPhone,1,0,0,3174,1,646
TW101416,2023-11-03,Nov 2023,Friday,19,Fashion,#Designer,Positive,0.301,Hindi,Desktop,iPhone,18,4,4,271,0,744
TW101417,2023-09-16,Sep 2023,Saturday,11,Gaming,#Minecraft,Positive,0.92,English,Mobile,Twitter Web,57,16,7,73,0,888
TW101418,2023-02-02,Feb 2023,Thursday,17,Movies,#Oscars,Positive,0.201,English,Mobile,TweetDeck,37,9,6,1513,0,562
TW101419,2023-07-26,Jul 2023,Wednesday,22,Fashion,#OOTD,Positive,0.839,Portuguese,Web,Android,14,1,2,232,0,672
TW101420,2023-09-21,Sep 2023,Thursday,8,Economy,#Economy,Negative,-0.817,English,Mobile,TweetDeck,60,18,10,455,0,47
TW101421,2023-05-09,May 2023,Tuesday,7,Politics,#Policy,Positive,0.841,English,Desktop,Twitter Web,33,12,1,211,0,65
TW101422,2023-10-08,Oct 2023,Sunday,4,Entertainment,#Netflix,Positive,0.657,Hindi,Web,iPhone,45,13,6,205,0,200
TW101423,2023-05-22,May 2023,Monday,22,Health,#Covid,Neutral,0.065,English,Mobile,Android,0,0,0,12,0,627
TW101424,2023-11-05,Nov 2023,Sunday,22,Climate,#Sustainability,Positive,0.313,Portuguese,Mobile,iPhone,31,10,6,95,0,692
TW101425,2023-02-22,Feb 2023,Wednesday,4,Health,#Health,Negative,-0.191,English,Mobile,Android,23,5,5,595,0,84
TW101426,2023-04-06,Apr 2023,Thursday,20,Entertainment,#Series,Positive,0.978,Portuguese,Mobile,iPhone,36,10,4,627,0,432
TW101427,2023-11-06,Nov 2023,Monday,22,Health,#Fitness,Positive,0.568,Spanish,Mobile,TweetDeck,130,13,32,618,0,1157
TW101428,2023-02-01,Feb 2023,Wednesday,5,Movies,#Oscars,Negative,-0.54,Hindi,Web,Android,2,0,0,61,0,933
TW101429,2023-11-21,Nov 2023,Tuesday,1,Sports,#NBA,Negative,-0.499,Hindi,Mobile,iPhone,2,0,0,136,0,18
TW101430,2023-04-29,Apr 2023,Saturday,5,Music,#Concert,Positive,0.326,English,Web,Android,14,4,1,976,0,689
TW101431,2023-02-22,Feb 2023,Wednesday,10,Gaming,#Minecraft,Neutral,0.044,English,Web,Buffer,3,0,0,962,0,174
TW101432,2023-05-03,May 2023,Wednesday,5,Fashion,#OOTD,Positive,0.954,English,Mobile,Twitter Web,12,1,2,286,0,874
TW101433,2023-04-01,Apr 2023,Saturday,13,Health,#Wellness,Positive,0.469,English,Mobile,Twitter Web,46,12,3,458,1,1484
TW101434,2023-05-09,May 2023,Tuesday,23,Movies,#Cinema,Negative,-0.81,English,Desktop,Android,18,6,3,98,0,456
TW101435,2023-09-13,Sep 2023,Wednesday,17,Politics,#Election,Neutral,-0.046,English,Mobile,Android,38,6,8,187,1,168
TW101436,2023-05-13,May 2023,Saturday,6,Fashion,#Fashion,Negative,-0.87,French,Mobile,iPhone,21,3,3,360,0,91
TW101437,2023-01-12,Jan 2023,Thursday,3,Movies,#Oscars,Positive,0.183,English,Mobile,Buffer,4,0,0,159,0,2051
TW101438,2023-11-16,Nov 2023,Thursday,4,Entertainment,#Netflix,Positive,0.839,English,Mobile,Buffer,25,6,5,257,0,272
TW101439,2023-01-06,Jan 2023,Friday,15,Politics,#Government,Positive,0.402,French,Web,iPhone,37,10,3,2371,0,769
TW101440,2023-05-12,May 2023,Friday,12,Entertainment,#Series,Negative,-0.304,English,Mobile,Buffer,27,7,2,2825,0,697
TW101441,2023-06-08,Jun 2023,Thursday,6,Economy,#Bitcoin,Positive,0.834,English,Mobile,Twitter Web,15,4,2,194,0,184
TW101442,2023-10-09,Oct 2023,Monday,13,Technology,#ChatGPT,Neutral,0.034,English,Mobile,iPhone,11,3,1,709,0,1559
TW101443,2023-03-29,Mar 2023,Wednesday,14,Gaming,#Gaming,Positive,0.571,Spanish,Mobile,TweetDeck,2,0,0,1923,0,1309
TW101444,2023-11-07,Nov 2023,Tuesday,13,Entertainment,#Hollywood,Neutral,-0.093,English,Web,Buffer,1,0,0,267,0,225
TW101445,2023-05-19,May 2023,Friday,8,Music,#NewSong,Neutral,-0.0,English,Desktop,Twitter Web,47,16,5,63,0,246
TW101446,2023-05-30,May 2023,Tuesday,0,Fashion,#Style,Negative,-0.945,Hindi,Mobile,Twitter Web,37,6,6,349,0,1235
TW101447,2023-12-27,Dec 2023,Wednesday,2,Technology,#AI,Neutral,0.093,English,Desktop,iPhone,21,5,2,681,0,2440
TW101448,2023-01-16,Jan 2023,Monday,10,Gaming,#Xbox,Positive,0.197,English,Mobile,iPhone,149,30,28,423,0,166
TW101449,2023-09-18,Sep 2023,Monday,22,Economy,#Stock,Negative,-0.783,English,Mobile,Android,46,10,8,353,0,639
TW101450,2023-05-24,May 2023,Wednesday,14,Politics,#Vote,Positive,0.619,English,Mobile,Twitter Web,68,21,8,499,0,2926
TW101451,2023-01-18,Jan 2023,Wednesday,6,Technology,#Python,Positive,0.842,Hindi,Mobile,Twitter Web,56,20,11,428,1,1776
TW101452,2023-01-30,Jan 2023,Monday,21,Fashion,#Trends,Negative,-0.133,Hindi,Mobile,Android,2,0,0,1531,1,497
TW101453,2023-03-13,Mar 2023,Monday,4,Fashion,#Trends,Negative,-0.12,Portuguese,Desktop,iPhone,12,2,2,367,0,388
TW101454,2023-04-28,Apr 2023,Friday,7,Entertainment,#Bollywood,Neutral,-0.084,Hindi,Web,Twitter Web,38,6,5,1077,0,3622
TW101455,2023-09-09,Sep 2023,Saturday,20,Fashion,#OOTD,Positive,0.454,English,Web,Twitter Web,121,44,12,515,0,605
TW101456,2023-10-28,Oct 2023,Saturday,7,Politics,#Democracy,Negative,-0.979,Portuguese,Mobile,iPhone,4,0,0,1022,0,2681
TW101457,2023-01-20,Jan 2023,Friday,14,Food,#Restaurant,Positive,0.577,English,Desktop,Android,37,5,7,665,0,465
TW101458,2023-09-05,Sep 2023,Tuesday,16,Fashion,#Style,Neutral,0.007,English,API,TweetDeck,11,2,2,505,0,2106
TW101459,2023-07-06,Jul 2023,Thursday,20,Sports,#Football,Positive,0.806,English,Mobile,Android,89,18,17,289,0,1982
TW101460,2023-12-25,Dec 2023,Monday,18,Politics,#Policy,Positive,0.844,English,Mobile,iPhone,38,15,7,198,0,1485
TW101461,2023-06-22,Jun 2023,Thursday,18,Entertainment,#OTT,Neutral,0.005,English,Mobile,Twitter Web,41,13,7,138,0,10
TW101462,2023-04-02,Apr 2023,Sunday,5,Music,#Playlist,Neutral,0.068,English,Mobile,Twitter Web,1,0,0,354,0,2620
TW101463,2023-10-12,Oct 2023,Thursday,14,Gaming,#Gaming,Positive,0.228,English,Mobile,iPhone,72,21,5,288,0,409
TW101464,2023-09-27,Sep 2023,Wednesday,20,Gaming,#Esports,Negative,-0.622,French,Web,iPhone,7,2,1,147,0,1143
TW101465,2023-12-06,Dec 2023,Wednesday,7,Fashion,#Fashion,Negative,-0.411,English,Web,Android,57,7,12,173,1,970
TW101466,2023-12-14,Dec 2023,Thursday,0,Gaming,#Gaming,Neutral,0.056,French,Mobile,iPhone,4,1,0,5,1,936
TW101467,2023-02-27,Feb 2023,Monday,1,Entertainment,#OTT,Negative,-0.414,English,Mobile,iPhone,42,11,7,123,0,1616
TW101468,2023-05-11,May 2023,Thursday,17,Technology,#Python,Positive,0.168,English,Web,iPhone,123,46,9,643,0,119
TW101469,2023-08-22,Aug 2023,Tuesday,3,Politics,#Policy,Positive,0.461,English,Web,iPhone,15,5,1,460,1,362
TW101470,2023-04-26,Apr 2023,Wednesday,20,Politics,#Government,Neutral,0.058,Spanish,Desktop,Android,0,0,0,269,0,603
TW101471,2023-11-22,Nov 2023,Wednesday,6,Health,#Health,Negative,-0.839,English,Mobile,Buffer,13,1,0,154,0,2525
TW101472,2023-10-05,Oct 2023,Thursday,4,Climate,#Sustainability,Negative,-0.439,English,Desktop,iPhone,17,2,2,912,0,2889
TW101473,2023-04-04,Apr 2023,Tuesday,5,Gaming,#PS5,Neutral,0.044,Hindi,Mobile,Android,16,3,2,140,0,233
TW101474,2023-09-02,Sep 2023,Saturday,15,Gaming,#PS5,Neutral,-0.092,English,Desktop,Twitter Web,11,4,1,361,0,2001
TW101475,2023-12-24,Dec 2023,Sunday,15,Climate,#Green,Positive,0.341,Hindi,Web,iPhone,89,13,5,106,0,1608
TW101476,2023-03-05,Mar 2023,Sunday,18,Gaming,#Minecraft,Negative,-0.439,English,Desktop,TweetDeck,103,30,19,490,0,487
TW101477,2023-03-07,Mar 2023,Tuesday,0,Economy,#Inflation,Negative,-0.878,English,Mobile,Buffer,3,0,0,329,0,2635
TW101478,2023-11-18,Nov 2023,Saturday,15,Gaming,#Esports,Positive,0.872,Spanish,Web,Twitter Web,11,2,2,45,0,382
TW101479,2023-03-17,Mar 2023,Friday,16,Food,#Restaurant,Neutral,-0.019,English,API,iPhone,1,0,0,1620,0,342
TW101480,2023-02-01,Feb 2023,Wednesday,12,Movies,#BoxOffice,Neutral,-0.064,English,Mobile,Twitter Web,15,2,1,144,1,1055
TW101481,2023-11-12,Nov 2023,Sunday,22,Music,#Music,Positive,0.699,Portuguese,Web,iPhone,273,70,59,343,1,2760
TW101482,2023-09-13,Sep 2023,Wednesday,23,Politics,#Democracy,Positive,0.9,Spanish,Mobile,iPhone,24,5,4,614,0,3344
TW101483,2023-07-27,Jul 2023,Thursday,17,Technology,#Tech,Positive,0.958,Spanish,Mobile,iPhone,65,19,8,541,0,1481
TW101484,2023-02-26,Feb 2023,Sunday,8,Fashion,#Style,Negative,-0.387,English,Mobile,iPhone,23,7,3,427,0,147
TW101485,2023-07-12,Jul 2023,Wednesday,12,Entertainment,#Series,Negative,-0.353,English,Web,Buffer,28,9,5,344,0,1172
TW101486,2023-12-18,Dec 2023,Monday,9,Music,#Spotify,Positive,0.541,French,Mobile,Android,98,24,15,985,0,632
TW101487,2023-01-15,Jan 2023,Sunday,21,Health,#MentalHealth,Positive,0.327,French,Mobile,Twitter Web,128,38,11,166,0,1037
TW101488,2023-12-08,Dec 2023,Friday,9,Climate,#SaveEarth,Positive,0.836,French,Desktop,iPhone,42,8,4,467,0,1183
TW101489,2023-01-17,Jan 2023,Tuesday,11,Movies,#Review,Neutral,-0.073,Portuguese,Desktop,Buffer,25,7,5,458,0,811
TW101490,2023-06-04,Jun 2023,Sunday,18,Entertainment,#Bollywood,Positive,0.109,English,Mobile,iPhone,10,3,0,177,0,539
TW101491,2023-02-04,Feb 2023,Saturday,2,Music,#Concert,Positive,0.379,English,Mobile,iPhone,9,2,1,121,0,3697
TW101492,2023-11-16,Nov 2023,Thursday,16,Music,#Concert,Negative,-0.67,English,Mobile,Android,27,5,5,81,0,280
TW101493,2023-12-27,Dec 2023,Wednesday,19,Music,#Playlist,Negative,-0.717,Hindi,API,Twitter Web,26,9,4,90,0,4050
TW101494,2023-01-04,Jan 2023,Wednesday,12,Fashion,#Designer,Neutral,0.051,Hindi,API,Twitter Web,32,6,4,1183,0,595
TW101495,2023-06-12,Jun 2023,Monday,9,Sports,#Football,Positive,0.824,English,Mobile,Android,5,1,0,259,0,5935
TW101496,2023-05-13,May 2023,Saturday,21,Sports,#NBA,Negative,-0.757,Hindi,Mobile,Android,23,3,4,405,0,762
TW101497,2023-01-31,Jan 2023,Tuesday,22,Music,#NewSong,Negative,-0.719,English,Desktop,Twitter Web,43,16,7,2025,0,636
TW101498,2023-03-06,Mar 2023,Monday,19,Technology,#AI,Negative,-0.221,English,Mobile,Android,13,1,1,174,0,479
TW101499,2023-07-03,Jul 2023,Monday,16,Politics,#Election,Positive,0.264,English,Mobile,Twitter Web,19,2,2,2066,0,604
TW101500,2023-03-13,Mar 2023,Monday,21,Food,#Recipe,Neutral,-0.056,English,Mobile,Twitter Web,17,2,2,758,1,307
TW101501,2023-12-13,Dec 2023,Wednesday,17,Climate,#ClimateChange,Negative,-0.997,Spanish,Desktop,Android,34,9,5,1105,0,134
TW101502,2023-11-01,Nov 2023,Wednesday,9,Technology,#Tech,Neutral,0.038,English,Desktop,Android,12,1,1,74,0,1350
TW101503,2023-03-15,Mar 2023,Wednesday,18,Sports,#Olympics,Positive,0.63,English,Desktop,Android,48,9,11,165,0,36
TW101504,2023-02-18,Feb 2023,Saturday,17,Gaming,#Xbox,Neutral,0.031,French,Mobile,Android,11,3,0,1219,1,2822
TW101505,2023-09-15,Sep 2023,Friday,7,Food,#Food,Positive,0.939,Portuguese,Web,Android,57,9,14,282,1,1166
TW101506,2023-02-13,Feb 2023,Monday,4,Politics,#Policy,Neutral,0.035,Hindi,Web,iPhone,9,3,0,776,0,71
TW101507,2023-02-06,Feb 2023,Monday,22,Climate,#SaveEarth,Positive,0.162,English,Mobile,Twitter Web,27,4,3,1025,0,2553
TW101508,2023-02-15,Feb 2023,Wednesday,12,Music,#Playlist,Neutral,0.064,English,Mobile,iPhone,0,0,0,589,0,2928
TW101509,2023-09-04,Sep 2023,Monday,9,Music,#Music,Positive,0.763,Portuguese,Web,Twitter Web,28,3,5,2462,0,953
TW101510,2023-11-14,Nov 2023,Tuesday,0,Gaming,#Xbox,Positive,0.454,Portuguese,Mobile,iPhone,31,9,1,201,0,49
TW101511,2023-08-05,Aug 2023,Saturday,2,Gaming,#Esports,Neutral,0.097,Hindi,Mobile,TweetDeck,27,9,2,36,0,4970
TW101512,2023-12-09,Dec 2023,Saturday,23,Economy,#Inflation,Negative,-0.434,Portuguese,Mobile,iPhone,10,3,2,792,0,1071
TW101513,2023-10-16,Oct 2023,Monday,23,Technology,#MachineLearning,Neutral,-0.009,English,Mobile,Buffer,7,2,1,1201,0,701
TW101514,2023-12-21,Dec 2023,Thursday,8,Gaming,#Minecraft,Neutral,-0.016,Portuguese,Web,Android,2,0,0,620,0,152
TW101515,2023-11-14,Nov 2023,Tuesday,22,Music,#Playlist,Neutral,-0.009,English,Web,Android,17,1,3,18,0,423
TW101516,2023-02-08,Feb 2023,Wednesday,4,Climate,#SaveEarth,Neutral,-0.091,English,Web,iPhone,3,0,0,38,1,295
TW101517,2023-01-14,Jan 2023,Saturday,20,Music,#Music,Neutral,-0.09,English,Mobile,Android,22,8,4,1805,0,1872
TW101518,2023-11-23,Nov 2023,Thursday,4,Fashion,#OOTD,Positive,0.695,English,Mobile,Twitter Web,200,67,41,267,1,655
TW101519,2023-11-27,Nov 2023,Monday,8,Gaming,#Gaming,Neutral,-0.089,Portuguese,Mobile,Android,2,0,0,10,0,816
TW101520,2023-03-01,Mar 2023,Wednesday,21,Health,#MentalHealth,Negative,-0.989,English,API,iPhone,9,1,2,612,0,433
TW101521,2023-03-10,Mar 2023,Friday,12,Gaming,#Esports,Negative,-0.122,English,Desktop,iPhone,32,10,5,51,0,2443
TW101522,2023-10-07,Oct 2023,Saturday,23,Climate,#ClimateChange,Neutral,0.016,English,Desktop,iPhone,0,0,0,36,0,634
TW101523,2023-02-24,Feb 2023,Friday,4,Sports,#NBA,Neutral,0.025,Hindi,Mobile,Twitter Web,7,1,1,306,0,737
TW101524,2023-09-28,Sep 2023,Thursday,6,Movies,#Movies,Negative,-0.876,English,Mobile,Buffer,26,4,2,480,0,267
TW101525,2023-03-24,Mar 2023,Friday,2,Politics,#Policy,Neutral,-0.012,French,Mobile,Twitter Web,3,0,0,6,0,654
TW101526,2023-05-12,May 2023,Friday,11,Fashion,#OOTD,Positive,0.454,English,Web,iPhone,7,1,1,580,0,688
TW101527,2023-11-05,Nov 2023,Sunday,22,Music,#Playlist,Negative,-0.941,Hindi,Mobile,Android,24,7,5,31,0,482
TW101528,2023-03-07,Mar 2023,Tuesday,15,Music,#Playlist,Negative,-0.11,English,Desktop,Twitter Web,86,23,6,109,0,2021
TW101529,2023-02-21,Feb 2023,Tuesday,12,Gaming,#Gaming,Positive,0.984,Spanish,Mobile,TweetDeck,14,5,2,288,1,371
TW101530,2023-10-05,Oct 2023,Thursday,5,Gaming,#Esports,Neutral,0.019,Spanish,Mobile,TweetDeck,21,6,1,27,0,627
TW101531,2023-08-03,Aug 2023,Thursday,8,Sports,#Cricket,Positive,0.649,Spanish,Mobile,iPhone,26,7,4,830,0,3219
TW101532,2023-08-27,Aug 2023,Sunday,15,Entertainment,#OTT,Neutral,0.03,French,Web,iPhone,46,10,3,58,0,1348
TW101533,2023-04-24,Apr 2023,Monday,16,Health,#Fitness,Neutral,-0.03,Hindi,Mobile,Android,7,2,0,9,1,398
TW101534,2023-09-29,Sep 2023,Friday,8,Economy,#Inflation,Positive,0.255,French,Mobile,Twitter Web,45,11,3,2355,0,3874
TW101535,2023-11-13,Nov 2023,Monday,7,Food,#Recipe,Positive,0.732,Hindi,Mobile,iPhone,69,18,5,602,0,892
TW101536,2023-04-11,Apr 2023,Tuesday,8,Climate,#SaveEarth,Positive,0.799,English,Mobile,Twitter Web,0,0,0,778,0,2143
TW101537,2023-07-14,Jul 2023,Friday,20,Technology,#AI,Positive,0.353,English,Mobile,Twitter Web,36,7,7,627,0,1684
TW101538,2023-10-15,Oct 2023,Sunday,1,Gaming,#Xbox,Neutral,0.083,English,Mobile,TweetDeck,0,0,0,771,0,1225
TW101539,2023-12-04,Dec 2023,Monday,20,Movies,#Movies,Positive,0.834,English,API,Android,176,48,25,536,1,717
TW101540,2023-04-10,Apr 2023,Monday,4,Health,#Fitness,Negative,-0.828,Hindi,Mobile,Twitter Web,34,3,2,380,0,423
TW101541,2023-06-13,Jun 2023,Tuesday,4,Food,#Restaurant,Positive,0.234,Hindi,Desktop,Android,14,4,2,416,0,64
TW101542,2023-04-27,Apr 2023,Thursday,8,Movies,#BoxOffice,Negative,-0.735,English,Mobile,Android,12,3,2,561,0,539
TW101543,2023-06-28,Jun 2023,Wednesday,2,Music,#Concert,Positive,0.623,English,Web,iPhone,8,2,0,743,0,491
TW101544,2023-07-20,Jul 2023,Thursday,22,Politics,#Government,Positive,0.113,Spanish,Mobile,TweetDeck,91,31,7,497,0,757
TW101545,2023-02-28,Feb 2023,Tuesday,16,Gaming,#Minecraft,Positive,0.319,Hindi,API,Twitter Web,161,59,12,220,0,1333
TW101546,2023-02-10,Feb 2023,Friday,19,Entertainment,#OTT,Negative,-0.865,English,Web,iPhone,7,1,0,119,0,237
TW101547,2023-01-31,Jan 2023,Tuesday,15,Music,#Playlist,Positive,0.38,French,Mobile,Android,19,3,3,817,0,858
TW101548,2023-11-21,Nov 2023,Tuesday,19,Climate,#Green,Negative,-0.252,French,Mobile,TweetDeck,14,5,2,55,0,143
TW101549,2023-12-11,Dec 2023,Monday,11,Technology,#Tech,Negative,-0.236,Portuguese,Mobile,TweetDeck,20,7,1,96,0,422
TW101550,2023-11-03,Nov 2023,Friday,20,Food,#Cooking,Positive,0.278,Hindi,Mobile,Android,14,1,1,298,0,1094
TW101551,2023-02-05,Feb 2023,Sunday,3,Economy,#Inflation,Neutral,0.048,English,Web,iPhone,16,5,3,1517,0,2206
TW101552,2023-05-01,May 2023,Monday,14,Movies,#Cinema,Positive,0.429,French,Mobile,TweetDeck,15,5,2,548,0,378
TW101553,2023-02-11,Feb 2023,Saturday,17,Entertainment,#Series,Positive,0.79,English,Mobile,Buffer,51,6,12,79,0,83
TW101554,2023-12-03,Dec 2023,Sunday,14,Movies,#BoxOffice,Positive,0.135,English,Mobile,iPhone,125,16,27,392,0,1295
TW101555,2023-07-10,Jul 2023,Monday,21,Sports,#Olympics,Negative,-0.252,Spanish,Desktop,Android,21,7,2,232,0,580
TW101556,2023-09-10,Sep 2023,Sunday,22,Entertainment,#Hollywood,Positive,0.184,Spanish,Mobile,Android,146,26,26,172,0,643
TW101557,2023-12-04,Dec 2023,Monday,15,Health,#Fitness,Positive,0.937,English,API,Twitter Web,31,7,5,47,1,2999
TW101558,2023-11-03,Nov 2023,Friday,3,Gaming,#Minecraft,Positive,0.62,English,Web,iPhone,84,23,5,1128,1,1899
TW101559,2023-03-09,Mar 2023,Thursday,22,Gaming,#Xbox,Neutral,0.063,Portuguese,Desktop,Twitter Web,1,0,0,336,0,2040
TW101560,2023-09-06,Sep 2023,Wednesday,8,Music,#Music,Positive,0.275,Spanish,Mobile,Android,2,0,0,50,0,1004
TW101561,2023-02-04,Feb 2023,Saturday,2,Music,#Concert,Neutral,-0.087,English,Desktop,TweetDeck,19,6,1,157,0,208
TW101562,2023-01-26,Jan 2023,Thursday,1,Gaming,#Gaming,Neutral,-0.084,English,Mobile,Buffer,28,3,6,638,0,875
TW101563,2023-12-01,Dec 2023,Friday,16,Entertainment,#Bollywood,Neutral,0.097,English,Web,iPhone,20,4,3,164,1,1128
TW101564,2023-07-07,Jul 2023,Friday,12,Music,#NewSong,Negative,-0.518,English,Web,TweetDeck,9,1,0,155,0,1713
TW101565,2023-08-13,Aug 2023,Sunday,15,Food,#Food,Negative,-0.259,English,Mobile,Twitter Web,3,0,0,3148,0,222
TW101566,2023-06-01,Jun 2023,Thursday,11,Movies,#Oscars,Neutral,0.072,Spanish,Mobile,iPhone,6,0,1,26,0,626
TW101567,2023-02-16,Feb 2023,Thursday,2,Climate,#ClimateChange,Negative,-0.531,French,Mobile,Twitter Web,6,1,0,298,0,614
TW101568,2023-02-08,Feb 2023,Wednesday,21,Gaming,#Esports,Neutral,-0.006,English,Web,TweetDeck,18,2,3,2271,0,309
TW101569,2023-08-04,Aug 2023,Friday,5,Health,#MentalHealth,Negative,-0.737,English,Mobile,iPhone,15,3,1,2069,0,348
TW101570,2023-11-06,Nov 2023,Monday,22,Technology,#AI,Positive,0.428,Spanish,Mobile,Android,0,0,0,32,1,1520
TW101571,2023-09-20,Sep 2023,Wednesday,11,Technology,#MachineLearning,Positive,0.737,Portuguese,API,Twitter Web,25,6,3,2119,0,28
TW101572,2023-09-09,Sep 2023,Saturday,3,Climate,#Sustainability,Negative,-0.18,English,Mobile,Android,16,2,3,145,1,343
TW101573,2023-01-30,Jan 2023,Monday,1,Technology,#AI,Positive,0.315,English,Mobile,iPhone,54,14,9,147,0,1015
TW101574,2023-02-05,Feb 2023,Sunday,1,Climate,#Green,Positive,0.612,English,Mobile,iPhone,12,2,0,468,0,6610
TW101575,2023-09-11,Sep 2023,Monday,5,Entertainment,#Series,Positive,0.713,Spanish,Mobile,Android,13,5,1,269,0,450
TW101576,2023-01-07,Jan 2023,Saturday,23,Health,#Wellness,Negative,-0.367,English,Web,Android,52,8,4,788,0,109
TW101577,2023-04-04,Apr 2023,Tuesday,19,Entertainment,#Series,Negative,-0.875,English,Mobile,iPhone,28,5,5,1132,0,199
TW101578,2023-02-13,Feb 2023,Monday,9,Climate,#SaveEarth,Negative,-0.836,English,Desktop,Android,139,35,10,317,0,1419
TW101579,2023-06-04,Jun 2023,Sunday,16,Food,#Cooking,Positive,0.665,Hindi,Web,Buffer,8,2,1,1278,0,1063
TW101580,2023-09-12,Sep 2023,Tuesday,22,Fashion,#Designer,Negative,-0.963,Portuguese,Mobile,Buffer,58,17,11,75,0,1849
TW101581,2023-09-12,Sep 2023,Tuesday,12,Entertainment,#Hollywood,Positive,0.328,Hindi,Web,Android,13,2,2,441,0,494
TW101582,2023-08-08,Aug 2023,Tuesday,18,Technology,#Tech,Negative,-0.353,Portuguese,Web,Android,4,1,0,39,0,2330
TW101583,2023-11-12,Nov 2023,Sunday,4,Sports,#NBA,Neutral,-0.001,English,Mobile,TweetDeck,9,3,1,128,0,1695
TW101584,2023-06-06,Jun 2023,Tuesday,5,Entertainment,#OTT,Positive,0.702,English,Mobile,Android,129,27,8,270,0,1165
TW101585,2023-02-18,Feb 2023,Saturday,17,Economy,#Inflation,Negative,-0.434,Hindi,API,Android,43,5,9,501,0,278
TW101586,2023-04-16,Apr 2023,Sunday,13,Health,#Covid,Positive,0.539,English,Web,Android,15,3,3,1309,0,345
TW101587,2023-11-07,Nov 2023,Tuesday,11,Food,#Cooking,Negative,-0.245,English,Web,Buffer,65,21,6,138,0,1354
TW101588,2023-07-30,Jul 2023,Sunday,3,Food,#Cooking,Negative,-0.587,English,Web,TweetDeck,85,20,12,1625,1,1222
TW101589,2023-04-21,Apr 2023,Friday,5,Climate,#ClimateChange,Negative,-0.315,Hindi,Mobile,TweetDeck,20,5,4,167,0,351
TW101590,2023-05-28,May 2023,Sunday,14,Music,#Music,Negative,-0.144,English,Desktop,Android,56,13,9,2677,0,879
TW101591,2023-01-19,Jan 2023,Thursday,6,Politics,#Democracy,Negative,-0.315,English,Web,TweetDeck,13,3,1,129,0,235
TW101592,2023-07-16,Jul 2023,Sunday,19,Music,#Concert,Negative,-0.35,French,Mobile,Android,4,0,0,304,1,175
TW101593,2023-12-16,Dec 2023,Saturday,3,Music,#NewSong,Positive,0.903,English,Desktop,Android,26,6,5,206,0,110
TW101594,2023-12-13,Dec 2023,Wednesday,14,Food,#Food,Positive,0.342,English,Desktop,Android,35,7,7,276,0,2103
TW101595,2023-12-06,Dec 2023,Wednesday,16,Sports,#Olympics,Negative,-0.53,English,Desktop,iPhone,38,4,4,42,0,1247
TW101596,2023-06-21,Jun 2023,Wednesday,0,Climate,#SaveEarth,Neutral,-0.007,French,Desktop,Android,2,0,0,741,0,1460
TW101597,2023-12-15,Dec 2023,Friday,2,Fashion,#Trends,Positive,0.374,English,Mobile,iPhone,7,2,0,215,0,189
TW101598,2023-04-21,Apr 2023,Friday,17,Health,#Wellness,Positive,0.601,Spanish,Mobile,iPhone,23,6,4,40,0,994
TW101599,2023-07-04,Jul 2023,Tuesday,8,Health,#Health,Neutral,0.025,English,Mobile,iPhone,0,0,0,1660,0,737
TW101600,2023-01-13,Jan 2023,Friday,11,Movies,#BoxOffice,Neutral,0.056,English,Mobile,Android,5,1,0,27,0,178
TW101601,2023-06-29,Jun 2023,Thursday,17,Health,#Covid,Neutral,-0.087,French,Mobile,TweetDeck,18,6,1,1338,0,195
TW101602,2023-03-20,Mar 2023,Monday,12,Gaming,#PS5,Positive,0.174,English,Web,iPhone,24,6,2,33,0,1437
TW101603,2023-10-02,Oct 2023,Monday,0,Music,#Playlist,Positive,0.892,English,Web,Android,32,6,2,678,0,1346
TW101604,2023-10-20,Oct 2023,Friday,17,Politics,#Vote,Negative,-0.628,English,Mobile,Android,17,5,0,1141,0,539
TW101605,2023-10-22,Oct 2023,Sunday,16,Sports,#Football,Positive,0.349,English,Web,TweetDeck,121,40,10,850,0,409
TW101606,2023-02-21,Feb 2023,Tuesday,4,Climate,#Sustainability,Positive,0.197,French,Desktop,iPhone,139,15,24,591,0,51
TW101607,2023-07-09,Jul 2023,Sunday,19,Health,#Covid,Positive,0.832,French,Web,iPhone,0,0,0,526,0,397
TW101608,2023-10-28,Oct 2023,Saturday,2,Fashion,#Trends,Neutral,-0.017,Portuguese,Web,iPhone,87,26,11,410,0,1937
TW101609,2023-12-06,Dec 2023,Wednesday,18,Climate,#SaveEarth,Neutral,0.047,Spanish,Desktop,Android,0,0,0,581,0,1240
